word,nucleus,length
στιβαρῶν,1,S
στολίσας,1,L
στολίσας,2,L
στομάτων,1,S
στονόεντας,3,S
στρατόφι,2,S
στρυμόνα,2,S
στυγερόν,0,S
στυγερὰς,2,L
στυγερὴ,0,S
στόματ̓,1,S
στόματος,1,S
στόρεσαν,2,S
στύξ,0,S
στὰν,0,L
στὺξ,0,S
στᾶσ̓,0,L
συγκαλέσας,3,L
συλλέξας,2,S
συμβάλετ̓,1,S
συμβάλλετον,1,S
συμμάρψας,2,L
συμφερόμεσθα,0,S
συμφράσσασθαι,2,S
συνάντωνται,0,S
συνήθεας,3,L
συναγρόμενοι,1,S
συνεχέως,0,L
συνιέμεν,0,S
συνωχαδόν,2,S
συσκιάσαι,2,S
σφεας,1,S
σφετέροισι,3,S
σφετέρῃσι,3,S
σφᾶς,0,S
σφῇσιν,1,S
σφῦράν,1,S
σχέτλια,1,S
σχέτλια,2,S
σχέτλιοι,1,S
σχέτλἰ,1,S
σχίσσας,1,L
σύγχεας,0,S
σύγχει,0,S
σύγχυτ̓,0,S
σύλασκε,0,L
σύλασκε,1,L
σύμπαντας,2,S
σύν,0,S
σύνισαν,0,S
σύνισαν,1,S
σύνισαν,2,S
σὰς,0,S
τάδ̓,0,S
τάμνε,0,S
τάμνειν,0,S
τάμνεν,0,S
τάμνον,0,S
τάμνοντ̓,0,S
τάμνων,0,S
τάμνῃ,0,S
τάμοιο,0,S
τάνυσθεν,1,S
τάνυσσαν,1,S
τάνυσσαν,2,S
τάνυσσε,1,S
τάπητας,2,S
τάρβησαν,2,L
τάρταρά,1,S
τάρταρά,2,S
τάρταρα,1,S
τάρταρα,2,S
τάς,0,L
τάχ̓,0,S
τάχιστ̓,0,S
τέκεσσιν,2,S
τέκταινα,2,S
τέκτονι,2,S
τέλεσσαν,2,S
τένοντας,2,S
τέρενα,2,S
τέρμαθ̓,1,S
τέρματ̓,1,S
τέρπουσι,2,S
τέρψιν,1,S
τέρψις,1,S
τέσσαῤ,1,S
τέταντο,1,S
τέταται,1,S
τέτηκα,2,S
τέτλαθ̓,1,S
τέττιξ,1,L
τέτυκται,1,S
τέτυκτο,1,S
τέτυξαι,1,S
τέτυξο,1,S
τέχνῃσι,2,S
τίετ̓,0,L
τίεται,0,L
τίθεσθαι,0,S
τίθησι,2,S
τίθησιν,0,S
τίθησιν,2,S
τίκτουσιν,2,S
τίμησας,2,S
τίμησε,0,L
τίνυσθαι,0,L
τίρυνθ̓,0,L
τίρυνθα,0,L
τίρυνθα,2,S
τίσαιτο,0,L
τίσειαν,2,S
τίσιν,1,S
τίσουσ̓,0,L
τίωσ̓,0,L
ταλάρους,0,S
ταλάρους,1,S
ταλαεργούς,0,S
ταλαεργούς,1,S
ταλαεργοὺς,0,S
ταλαεργοὺς,1,S
ταλαεργῶν,0,S
ταλαεργῶν,1,S
ταλακάρδιος,3,S
ταλθύβἰ,1,S
ταλθύβἰ,2,S
ταμεῖν,0,S
ταμνέμεν,0,S
ταμνομένη,0,S
ταμόνθ̓,0,S
τανυσθείς,1,S
τανυσθεὶς,1,S
τανυσσάμενος,1,S
τανύουσι,3,S
τανύπεπλον,0,S
τανύπεπλον,1,S
τανύσσας,1,S
τανύσσας,2,S
τανύσσῃ,1,S
τανύτριχα,3,S
ταρβήσαντε,2,L
ταρτάρου,1,S
ταρφειὰς,2,L
ταφίων,1,S
ταχέ̓,0,S
ταχέας,2,S
τείνας,1,S
τεθαλυῖαι,1,S
τεθνηῶτας,3,S
τειχιόεσσαν,4,S
τεκοῦσα,2,S
τεκόμεσθα,3,S
τελέεσσι,3,S
τελέεσσιν,3,S
τελέθωσιν,3,S
τελέσας,2,L
τελεῦσι,2,S
τερμιόεντα,1,S
τερμιόεντα,4,S
τερμιόεσσα,4,S
τετάσθην,1,S
τετίμηται,1,L
τετιημένη,1,S
τετιμένη,1,L
τετράδι,1,S
τετράδι,2,S
τετράς,1,S
τετριγῶτας,3,S
τετρὰς,1,S
τετυγμένα,1,S
τετυγμένον,1,S
τετύχθαι,1,S
τεῦξάν,1,S
τεῦξαν,1,S
τηθύν,1,L
τηθύος,1,S
τηλεβοάων,3,L
τηλεθάοντας,4,S
τηλεθόωσαν,4,S
τιθέμεν,0,S
τιθείη,0,S
τιθείς,0,S
τιθεῖσί,0,S
τιθεῖσί,2,S
τιθεῖσι,2,S
τιθωνῷ,0,L
τιμάς,0,L
τιμάων,0,L
τιμάων,1,L
τιμήσων,0,L
τιμήσωσι,0,L
τιμήσωσι,3,S
τιμαί,0,L
τιμὰς,0,L
τιμῶντες,0,L
τιν̓,0,S
τινάς,1,S
τισαίμεθα,0,L
τισαίμεθα,3,S
τιτάνῳ,0,S
τιτάνῳ,1,S
τιτήνας,2,L
τιτήνεσσι,0,L
τιτήνεσσι,3,S
τιτήνεσσιν,0,L
τιτήνεσσιν,3,S
τιταίνοντας,0,S
τιταίνοντας,3,S
τιταρήσιον,3,S
τιτῆνές,0,L
τιτῆνας,0,L
τιτῆνας,2,S
τιτῆσι,0,L
τιτῆσι,2,S
τιτῆσιν,0,L
τιτῆσιν,2,S
τμηθεῖσα,2,S
τοκῆα,2,S
τοκῆας,2,S
τοκῆι,2,S
τοσσάδ̓,1,S
τοῖσίν,1,S
τράπεζα,2,S
τράπεζαν,2,S
τράπεθ̓,0,S
τράφ̓,0,S
τρέψαντα,1,L
τρέψαντα,2,S
τρίαιναν,2,S
τρίβουσι,0,L
τρίβουσι,2,S
τρίπηχυν,2,S
τρίποδ̓,0,S
τρίποδάς,2,L
τρίποδας,2,L
τρίποδι,0,S
τρίποδι,2,S
τρίτην,0,S
τραπεζῆας,3,S
τρηχεῖα,2,S
τρηχεῖαν,2,S
τρηχύν,1,S
τρηχὺς,1,S
τρηχῖνος,1,L
τριήκοντα,3,S
τριηκάδα,2,S
τριηκάδα,3,S
τριηκοσίας,3,S
τριηκοσίας,4,L
τριηκόντων,0,S
τριπόδην,0,S
τριπόλῳ,0,S
τρισεινάδα,2,S
τρισεινάδα,3,S
τρισκαιδεκάτην,3,S
τριτογένειαν,0,L
τριτογένειαν,4,S
τρωσίν,1,S
τρύχουσιν,2,S
τρὶς,0,S
τρῳάς,1,L
τρῳὰς,1,S
τρῶάς,1,S
τυπῇσι,2,S
τυρσηνοῖσιν,3,S
τυφάονά,3,S
τυφαόνιον,3,S
τυφωέα,0,S
τυφωέα,3,S
τυχήσας,2,L
τυχόντι,0,S
τυχόντι,2,S
τόξοισίν,2,S
τύπτε,0,S
τύπτουσιν,0,S
τύπτουσιν,2,S
τύπτων,0,S
τύχη,0,L
τύχωμι,2,S
τύψ̓,0,S
τύψας,0,S
τύψε,0,S
τύψον,0,S
τύψῃ,0,S
τὤμισυ,2,S
τῖ̓,0,L
υἱάσιν,1,S
υἱάσιν,2,S
υἱέι,2,S
υἷάς,1,S
υἷα,1,S
φάθ̓,0,S
φάλαγξι,2,S
φάλοισι,2,S
φάντες,0,S
φάρεσσι,0,L
φάρεσσι,2,S
φάρμακ̓,1,S
φάρμακον,1,S
φάρμαχ̓,1,S
φάρἐ,0,L
φάσ̓,0,S
φάσθαι,0,S
φάτ̓,0,S
φέροντά,2,S
φέρουσιν,2,S
φέρτατ̓,1,S
φέρτατε,1,S
φίκιον,1,S
φίλ̓,0,S
φίλησα,2,S
φίλοισιν,2,S
φίλταθ̓,1,S
φίλτατον,0,S
φίλτερα,2,S
φίλωνται,0,S
φίλῃσιν,2,S
φαέθοντα,0,S
φαέθοντα,3,S
φαίδιμ̓,1,S
φαίδιμον,1,S
φαείνει,0,S
φαεινάς,2,S
φαεινοὶ,0,S
φαεσιμβρότου,0,S
φανείῃ,0,S
φανείῆ,0,S
φανεῖσα,0,S
φανεῖσα,2,S
φασ̓,0,S
φασὶν,1,S
φαταὶ,0,S
φατοί,0,S
φείδας,1,L
φειᾶς,1,L
φερέσβιος,2,S
φερεσσακέας,4,S
φεύγουσιν,2,S
φηλήτῃσιν,3,S
φημίξωσι,3,S
φησὶν,1,S
φθέγξατ̓,1,S
φθείρουσι,2,S
φθεισήνορα,3,S
φθὰν,0,S
φιλέοι,0,S
φιλέοντ̓,0,S
φιλέοντα,0,S
φιλέοντα,3,S
φιλέοντι,3,S
φιλέουσ̓,0,S
φιλέῃ,0,S
φιλεῖν,0,S
φιλομμηδέα,4,S
φιλυρίδης,2,S
φιλότητά,0,S
φιλότητά,3,S
φιτύσατο,2,S
φλεγύαο,2,L
φλεγύας,2,S
φοβέστρατον,2,S
φοινικόεις,1,S
φοινικόεντα,1,S
φοινικόεντα,4,S
φοινικόεσσαν,4,S
φοιτῶσι,2,S
φοιτῶσιν,2,S
φονῇσιν,2,S
φορεούσας,3,S
φορτία,1,S
φορτία,2,S
φοῖνιξ,1,L
φράζεαι,0,S
φράζεο,0,S
φράζεσθ̓,0,S
φράζεσθαι,0,S
φράζεσθε,0,S
φράζεσθον,0,S
φράζετο,0,S
φράζευ,0,S
φράζονται,0,S
φράζωνται,0,S
φράσσαιτο,0,S
φράσσαντο,0,S
φράσσαντο,1,S
φράσσασθ̓,0,S
φράσσασθ̓,1,S
φράσσατο,0,S
φρίσσωσιν,2,S
φραδμοσύνῃσι,4,S
φραδμοσύνῃσιν,4,S
φραζέσθω,0,S
φραζομένῳ,0,S
φραζώμεθ̓,0,S
φραζώμεθα,0,S
φραζώμεσθ̓,0,S
φρασάτην,0,S
φρασάτην,1,S
φρασσάμενος,0,S
φρασσάμενος,1,S
φρασσόμεθ̓,0,S
φρονέουσιν,3,S
φρὶξ,0,L
φρῖχ̓,0,L
φυλάκεσσ̓,0,S
φυλάκεσσ̓,1,S
φυλάσσεο,0,S
φυλάσσεσθαι,0,S
φυλάσσοντας,3,S
φυλάσσουσίν,0,S
φυλάσσουσίν,3,S
φυλασσόμενοι,0,S
φυλασσόμενος,0,S
φυλόπιδα,0,L
φυλόπιδα,2,S
φυλόπιδα,3,S
φυλόπιδός,0,L
φυλόπιδός,2,S
φυσιόωντας,4,S
φυτευέμεν,0,S
φυτεύειν,0,S
φυτεύσαι,0,S
φυτοῖσιν,0,S
φυτοῖσιν,2,S
φωνήεσσιν,3,S
φωνήσαντε,2,L
φωνήσαντες,2,L
φωνήσαντος,2,L
φωνήσασ̓,2,L
φωτί,1,S
φόρκυν,1,L
φόρκυνος,1,L
φόρκυϊ,1,L
φόρκυϊ,2,S
φύγαδ̓,0,S
φύγαδ̓,1,S
φύγοις,0,S
φύγῃσιν,2,S
φύλακάς,2,S
φύλακας,2,S
φύλακες,0,S
φύλακες,1,S
φύλαντος,1,L
φύλλοισι,2,S
φύξίν,1,S
φύξιν,1,S
φὰν,0,S
φᾶρίν,1,S
φᾶσίν,1,S
φῦλ̓,0,L
χάλαζα,2,S
χάλαζαν,2,S
χάνδανεν,0,S
χάος,0,S
χάρησαν,2,S
χάριτές,0,S
χάριτές,1,S
χάριτας,0,S
χάριτας,1,S
χάρματα,1,S
χάρματα,2,S
χάσμα,1,S
χάσσασθαι,1,S
χάσσατ̓,1,S
χέουσα,2,S
χέουσαν,2,S
χέρεσσιν,2,S
χέρηϊ,2,S
χήρωσας,2,S
χίλιαί,0,L
χίλιαί,1,S
χίλἰ,0,L
χίλἰ,1,S
χίμαιρα,2,S
χαίτας,1,L
χαλέπ̓,0,S
χαλεπαί,0,S
χαλεποὺς,0,S
χαλεποῖο,0,S
χαλεποῖς,0,S
χαλεποῖσι,0,S
χαλεποῖσι,3,S
χαλεπώτατος,0,S
χαλεπώτατος,3,S
χαλεπώτερος,0,S
χαλεπὰς,0,S
χαλεπὰς,2,L
χαλεπῆς,0,S
χαλκείας,2,L
χαλκοβάρεια,4,S
χαμάδις,2,S
χαρίεντ̓,0,S
χαρίεντ̓,1,S
χαρίεντας,0,S
χαρίεντας,1,S
χαρίεντας,3,S
χαρίεσσα,0,S
χαρίεσσα,1,S
χαρίεσσα,3,S
χαρίζεαι,1,S
χαριζομένη,1,S
χαριζόμενος,1,S
χείμαρον,1,S
χείματος,1,S
χείουσιν,2,S
χειμέριος,2,S
χειμέρἰ,2,S
χειμερίῃ,2,S
χειμερίῃσιν,4,S
χειροτέροισιν,4,S
χερσίν,1,S
χεύαντες,1,S
χεῖμα,1,S
χεῖράς,1,S
χηλῇσι,2,S
χθονίου,1,S
χθονίους,1,S
χθονίῳ,1,S
χιμαίρης,0,S
χιτῶν̓,0,S
χιτῶνας,2,S
χιτῶσι,2,S
χιόνι,2,S
χλαίνας,1,L
χλαῖνάν,1,L
χλαῖναν,1,L
χοάνοισι,1,S
χοάνοισι,3,S
χρέα,1,S
χρέμισαν,2,S
χρήματα,1,S
χρήματα,2,S
χρισαμένη,0,L
χρισαμένη,1,S
χρυσάμπυκες,0,L
χρυσάμπυκες,2,S
χρυσάορα,3,S
χρυσάορι,3,S
χρυσέας,0,L
χρυσέας,2,S
χρυσέου,0,L
χρυσείους,0,L
χρυσηίς,0,L
χρυσηίς,2,S
χρυσηῒς,2,S
χρυσόθεμις,3,S
χρύσειος,0,L
χρύσεοι,0,L
χρύσεἰ,0,L
χρῆμα,1,S
χρῶτα,1,S
χωρὶς,1,S
χύντο,0,S
χώρησαν,2,S
χώσατ̓,1,S
ψευδέας,2,S
ψεύδεά,2,S
ψεύδεα,2,S
ψολόεντι,3,S
ψυχάς,0,L
ψυχάς,1,L
ψῆράς,1,S
ἀΐξαντα,2,L
ἀΐξαντε,2,L
ἀΐξασα,3,S
ἀΐξασθαι,2,L
ἀΐξασκε,0,L
ἀΐξασκε,2,L
ἀΐσσοντε,0,L
ἀάσατο,0,S
ἀάτῃσιν,0,L
ἀάτῃσιν,3,S
ἀέθλοισι,3,S
ἀέκουσ̓,0,S
ἀέκουσιν,0,S
ἀέκουσιν,3,S
ἀέλλη,0,S
ἀέντων,0,S
ἀέξηται,0,S
ἀήτας,2,S
ἀίδεω,0,S
ἀίδεω,1,S
ἀίδηλα,0,S
ἀίδηλα,1,S
ἀίδηλα,3,S
ἀίδην,0,S
ἀίδην,1,S
ἀίδης,0,S
ἀίδης,1,S
ἀίδιον,2,S
ἀίσσοντο,0,L
ἀίων,0,S
ἀίων,1,S
ἀΰσας,2,L
ἀασθῇ,0,S
ἀβλῆτα,2,S
ἀγάθωνά,3,S
ἀγάσσατο,1,S
ἀγέλαι,0,S
ἀγέρωχοι,0,S
ἀγήραος,0,S
ἀγήρῳ,0,S
ἀγαγόνθ̓,0,S
ἀγαγόνθ̓,1,S
ἀγαθοῖσι,0,S
ἀγαθοῖσι,1,S
ἀγαθοῖσι,3,S
ἀγαθοῖσιν,0,S
ἀγαθοῖσιν,1,S
ἀγαθοῖσιν,3,S
ἀγαθὰ,2,S
ἀγαθὰς,2,L
ἀγαθῆς,0,S
ἀγαθῆς,1,S
ἀγαθῇσι,3,S
ἀγαθῶν,0,S
ἀγαθῶν,1,S
ἀγακλειτοῖσιν,0,S
ἀγακλειτοῖσιν,4,S
ἀγακλυτὸς,0,S
ἀγακλυτὸς,2,S
ἀγαλλομένην,0,S
ἀγανοφροσύνῃ,4,S
ἀγανοῖσιν,0,S
ἀγανοῖσιν,1,S
ἀγανοῖσιν,3,S
ἀγανώτατον,0,S
ἀγανώτατον,1,S
ἀγανῇσι,3,S
ἀγασσάμεθ̓,0,S
ἀγασσάμεθ̓,1,S
ἀγασσάμεθ̓,2,S
ἀγασσάμενοι,1,S
ἀγαυὴν,0,S
ἀγγελέοντα,4,S
ἀγγελέουσα,4,S
ἀγγελέουσι,4,S
ἀγείρας,2,L
ἀγειρόμενοι,0,S
ἀγελαίας,3,L
ἀγηγέραθ̓,0,S
ἀγηγέρατ̓,0,S
ἀγινεῖν,0,S
ἀγινεῖν,1,L
ἀγκλίνας,0,S
ἀγκλίνας,2,L
ἀγκυλομήτεω,0,S
ἀγκυλομήτην,1,S
ἀγκυλομήτης,0,S
ἀγκῶνάς,2,S
ἀγλά̓,1,S
ἀγλαΐαι,1,S
ἀγλαΐαι,2,S
ἀγλαΐην,1,S
ἀγλαΐην,2,S
ἀγλαΐηφι,1,S
ἀγλαΐηφι,2,S
ἀγλαΐηφι,4,S
ἀγλαΐῃ,1,S
ἀγλαΐῃ,2,S
ἀγλαΐῃς,1,S
ἀγλαΐῃς,2,S
ἀγνυμενάων,0,S
ἀγορή,0,S
ἀγορεύσατ̓,0,S
ἀγορεύσεις,0,S
ἀγορὰς,0,S
ἀγορὰς,2,L
ἀγορῆς,0,S
ἀγορῆφι,3,S
ἀγορῇσιν,3,S
ἀγροιώτας,3,S
ἀγρομένοισιν,0,S
ἀγρομένων,0,S
ἀγρομένῃσι,0,S
ἀγροτέρας,3,L
ἀγρόμενοι,0,S
ἀγυιάς,2,S
ἀγχίαλον,1,S
ἀγχίαλον,2,S
ἀγχεμάχων,2,S
ἀγόρεὐ,0,S
ἀγών,0,S
ἀδάητα,3,S
ἀδάμαντι,0,S
ἀδάμαντι,1,S
ἀδάμαντι,3,S
ἀδάμαντος,0,S
ἀδάμαντος,1,S
ἀδάμας,0,S
ἀδάμας,1,S
ἀδάμας,2,L
ἀδηκτοτάτη,3,S
ἀδρήστειάν,3,S
ἀείδειν,0,S
ἀείκιζεν,2,S
ἀείραντες,2,S
ἀείρας,2,S
ἀείσατε,0,S
ἀείσατε,2,S
ἀεθλεύειν,0,S
ἀεικέσσι,3,S
ἀεικίζει,2,S
ἀεικίσσασθαι,2,S
ἀεικίσσωσι,2,S
ἀεικισσαίμεθ̓,0,S
ἀεικισσαίμεθ̓,2,S
ἀειρόμεναι,0,S
ἀεκήλια,3,S
ἀεκήλια,4,S
ἀεξομένοιο,0,S
ἀεργίη,2,S
ἀεσίφρονα,0,S
ἀεσίφρονα,4,S
ἀεσιφροσύνῃσιν,6,S
ἀζαλέας,3,L
ἀηδόνα,3,S
ἀθάναται,0,L
ἀθάναται,1,S
ἀθάναται,2,S
ἀθανάτου,0,L
ἀθανάτου,1,S
ἀθανάτου,2,S
ἀθανάτω,0,L
ἀθανάτω,1,S
ἀθανάτω,2,S
ἀθηναῖοι,0,S
ἀθλήσαντα,3,S
ἀθλεύων,0,S
ἀθλοφόροι,0,S
ἀθλοφόρους,0,S
ἀθρόα,2,S
ἀιδρείῃσι,4,S
ἀιδωνεὺς,0,S
ἀιδωνεὺς,1,S
ἀκάμαντ̓,0,S
ἀκάμαντ̓,1,S
ἀκάμαντος,0,S
ἀκάμαντος,1,S
ἀκάμας,2,L
ἀκάματοι,0,L
ἀκάματοι,1,S
ἀκάματοι,2,S
ἀκάματος,0,L
ἀκάματος,1,S
ἀκάματος,2,S
ἀκαμάτοιο,0,L
ἀκαμάτοιο,1,S
ἀκαμάτοιο,2,S
ἀκαμάτῃσι,0,L
ἀκαμάτῃσι,1,S
ἀκαμάτῃσι,2,S
ἀκαμάτῃσι,4,S
ἀκαχήατο,0,S
ἀκαχήατο,1,S
ἀκαχὼν,0,S
ἀκαχὼν,1,S
ἀκηδέα,0,S
ἀκηδέα,3,S
ἀκηδέστως,0,S
ἀκηδὴς,0,S
ἀκηχέδατ̓,0,S
ἀκινήτοισι,4,S
ἀκμῆτας,2,S
ἀκοίτην,0,S
ἀκοντίζουσι,2,S
ἀκοντίσσαι,2,S
ἀκοντίσσαντος,2,S
ἀκούσαις,0,S
ἀκούσαντες,2,S
ἀκούσας,2,S
ἀκούσειαν,3,S
ἀκοῦσαι,0,S
ἀκτὰς,1,L
ἀκόντιζον,2,S
ἀλάληται,0,S
ἀλάληται,1,S
ἀλάπαζε,0,S
ἀλάπαζε,1,S
ἀλάπαξ̓,0,S
ἀλάπαξ̓,1,S
ἀλάπαξα,3,S
ἀλέην,0,S
ἀλέξεται,0,S
ἀλέοντο,0,S
ἀλίαστος,0,S
ἀλίαστος,1,S
ἀλίη,1,S
ἀλαπάζοντα,4,S
ἀλαστορίδην,3,S
ἀλγίστη,1,S
ἀλγινόεντα,4,S
ἀλγινόεσσαν,4,S
ἀλεγεινοὶ,0,S
ἀλεξίκακοι,0,S
ἀλεξίκακοι,2,S
ἀλεξίκακοι,3,S
ἀλευόμενοι,0,S
ἀλεύασθαι,0,S
ἀλεύασθαι,2,S
ἀλεῖψαι,0,S
ἀλκιμέδοντα,1,S
ἀλκιμέδοντα,4,S
ἀλλάων,1,S
ἀλλήλῃσιν,3,S
ἀλλοδαπῷ,2,S
ἀλλοτρίοις,2,S
ἀλλοτρίους,2,S
ἀλλοφρονέοντα,5,S
ἀλλότριον,2,S
ἀλοία,2,L
ἀλοιφὴ,0,S
ἀλυκτοπέδῃσι,5,S
ἀλφίτου,1,S
ἀλφηστῇσιν,3,S
ἀλωὰς,2,L
ἀλόχοισιν,3,S
ἀλύξας,2,L
ἀλύουσ̓,0,S
ἀλύουσ̓,1,S
ἀλᾶσθε,1,L
ἀμάειν,0,L
ἀμάθεια,3,S
ἀμάξης,0,S
ἀμάξῃ,0,S
ἀμάξῃσιν,3,S
ἀμέρσῃς,0,S
ἀμήσεις,0,L
ἀμήτου,0,L
ἀμαιμάκετον,0,S
ἀμαιμάκετον,2,S
ἀμαιμακέτοιο,0,S
ἀμαιμακέτοιο,2,S
ἀμαλδύνας,3,L
ἀμαρυγκεΐδης,0,S
ἀμαρυγκεΐδης,1,S
ἀμαρυγκεΐδης,4,S
ἀμαχητὶ,3,S
ἀμβαίνοντες,0,S
ἀμβροσίης,2,S
ἀμβρόσια,3,S
ἀμείνονές,0,S
ἀμείψασθαι,2,S
ἀμειλίκτων,0,S
ἀμελῶσιν,0,S
ἀμελῶσιν,3,S
ἀμηχανίη,3,S
ἀμιχθαλόεσσαν,5,S
ἀμμίξας,2,L
ἀμοιβηδὶς,3,S
ἀμπελόεσσαν,4,S
ἀμπεπαλὼν,0,S
ἀμπνεῦσαι,0,S
ἀμπνύνθη,0,S
ἀμπνύνθη,1,S
ἀμπυκίδην,2,S
ἀμφέσταν,2,S
ἀμφίβασιν,2,S
ἀμφίβασιν,3,S
ἀμφίεπον,1,S
ἀμφίθετον,1,S
ἀμφίς,1,S
ἀμφαγαπῶντες,1,S
ἀμφαγαπῶντες,2,S
ἀμφιαχυῖαν,4,S
ἀμφιβάλῃ,1,S
ἀμφιβάλῃ,2,S
ἀμφιβέβηκας,4,S
ἀμφιβαλεῖν,1,S
ἀμφιβαλεῖν,2,S
ἀμφιγύοισι,4,S
ἀμφιγύοισιν,4,S
ἀμφιδάμαντι,4,S
ἀμφιδάμας,3,L
ἀμφιδεδήει,1,S
ἀμφιελίσσας,4,L
ἀμφιιδών,2,S
ἀμφικαλύψῃ,1,S
ἀμφικαλύψῃ,2,S
ἀμφιλλογίας,3,S
ἀμφιπεριστρώφα,5,L
ἀμφιπόλοισιν,1,S
ἀμφιπόλοισιν,4,S
ἀμφιτεθεῖσα,4,S
ἀμφιτρίτης,2,L
ἀμφιτρυωνιάδης,5,S
ἀμφιτρύων,1,S
ἀμφιτρύων,2,S
ἀμφιτρύωνα,1,S
ἀμφιτρύωνα,2,S
ἀμφιτρύωνα,4,S
ἀμφιτρύωνι,1,S
ἀμφιτρύωνι,2,S
ἀμφιτρύωνι,4,S
ἀμφιφορῆας,4,S
ἀμφιχέαι,1,S
ἀμύνοντες,0,S
ἀμύνοντες,1,L
ἀμύνουσιν,3,S
ἀμώμητος,0,S
ἀμᾶσθαι,0,L
ἀμᾶται,0,L
ἀμῶνται,0,L
ἀν̓,0,S
ἀνάβλησις,3,S
ἀνάγκης,0,S
ἀνάγουσι,3,S
ἀνάειῤ,0,S
ἀνάειῤ,1,S
ἀνάελπτα,3,S
ἀνάκτων,1,S
ἀνάπνευσις,3,S
ἀνέβη,0,S
ἀνέβραχε,2,S
ἀνέδυ,0,S
ἀνέδυ,2,L
ἀνέηκε,0,S
ἀνέθηκα,0,S
ἀνέθηκα,3,S
ἀνέμοισιν,3,S
ἀνέμους,0,S
ἀνένευσε,0,S
ἀνέπαλτ̓,0,S
ἀνέπαλτο,0,S
ἀνέπνευσαν,3,S
ἀνέσαντες,0,S
ἀνέσταν,2,S
ἀνέψυχθεν,2,L
ἀνέῤ,0,L
ἀνήνασθαι,2,S
ἀνήνηται,0,S
ἀνήνορα,3,S
ἀνήϊξαν,3,S
ἀνίαζον,0,S
ἀνίεσκε,0,S
ἀνίην,1,S
ἀνίπτοισιν,3,S
ἀναΐξαντ̓,0,S
ἀναΐξαντ̓,1,L
ἀναΐξαντ̓,3,L
ἀναΐξαντες,3,L
ἀναίνεται,0,S
ἀναβάς,2,L
ἀναβὰς,2,L
ἀναιδείη,0,S
ἀναιδείηφι,0,S
ἀναιδείηφι,4,S
ἀναοίγεσκον,0,S
ἀναπλήσας,3,L
ἀναπρήσας,3,L
ἀναρπάξας,3,L
ἀναρρήξας,3,L
ἀνασσείσασα,3,L
ἀνασσείσασα,4,S
ἀναστάς,2,L
ἀναστρωφᾶν,3,L
ἀναστὰς,2,L
ἀναχάζομαι,0,S
ἀναχάζομαι,1,S
ἀναχάσσασθαι,0,S
ἀναχάσσασθαι,1,S
ἀναχάσσασθαι,3,S
ἀναχαζομένοιο,0,S
ἀναχαζομένοιο,1,S
ἀναχασσαμένη,0,S
ἀναχασσαμένη,1,S
ἀναχασσαμένη,3,S
ἀναχωρήσαντα,4,L
ἀναψῦξαι,0,S
ἀναψῦξαι,2,L
ἀνδράσι,0,L
ἀνδράσιν,0,L
ἀνδρί,0,L
ἀνδρί,1,S
ἀνδραπόδεσσι,4,S
ἀνδρειφόντῃ,0,S
ἀνδροκτασίαι,2,S
ἀνδροκτασίαι,3,S
ἀνδροκτασίας,2,S
ἀνδροκτασίας,3,S
ἀνδροκτασίας,4,L
ἀνδροκτασίη,2,S
ἀνδροκτασίη,3,S
ἀνδρός,0,L
ἀνδρὶ,0,L
ἀνδρὸς,0,L
ἀνδρῶν,0,L
ἀνδύεται,0,S
ἀνείρεαι,0,S
ἀνεδέξατο,3,S
ἀνεδύσετο,0,S
ἀνεκήκιεν,0,S
ἀνεκτά,2,S
ἀνελόντα,0,S
ἀνελόντα,3,S
ἀνεμώρειαν,4,S
ἀνεφαίνετο,0,S
ἀνεχάζεθ̓,0,S
ἀνεχώρησαν,0,S
ἀνεχώρησαν,4,S
ἀνεχώρησεν,0,S
ἀνθεμόεντα,4,S
ἀνθεμόεντι,4,S
ἀνθεμόεσσαν,4,S
ἀνθεῦσιν,2,S
ἀνιεῖσα,3,S
ἀνιοῦσ̓,0,S
ἀνιοῦσ̓,1,S
ἀνιστάμενος,0,S
ἀνιστάμενος,2,S
ἀνιόντι,3,S
ἀνιὼν,0,S
ἀνιὼν,1,S
ἀνολβίῃ,2,S
ἀνορούσας,3,L
ἀνστάντες,0,S
ἀνστάντες,1,L
ἀνστήμεναι,0,S
ἀνστήσασ̓,0,S
ἀνστήσει,0,S
ἀνστήσεις,0,S
ἀνστήσεσθαι,0,S
ἀνστήσων,0,S
ἀνστήτην,0,S
ἀνστρέψειαν,3,S
ἀνστὰς,0,S
ἀνστᾶσα,0,S
ἀνσχήσεσθαι,0,S
ἀντί̓,1,S
ἀντίη,1,S
ἀντίθεόν,0,S
ἀντίλοχ̓,1,S
ἀντεβόλησαν,4,S
ἀντηνορίδας,3,S
ἀντηνορίδας,4,L
ἀντιάαν,3,L
ἀντιάασθε,1,S
ἀντιάασθε,2,S
ἀντιάσαντα,4,S
ἀντιάσαντες,3,L
ἀντιβίοισι,1,S
ἀντιβίοισι,2,S
ἀντιβίοισι,4,S
ἀντιβολήσας,4,L
ἀντιθέοισιν,1,S
ἀντιθέοισιν,4,S
ἀντιτορήσας,4,L
ἀντιφερίζει,1,S
ἀντιόωσα,4,S
ἀντιόωσαν,4,S
ἀντιόωσι,4,S
ἀντιόωσιν,4,S
ἀντρῶνα,2,S
ἀνύσσας,0,S
ἀνύσσας,1,S
ἀνύσσας,2,L
